seed,metric,mean_across_subjects,std_across_subjects,n_subjects
0,accuracy,0.7719907407407407,0.10651292812623586,9
1,accuracy,0.7565586419753086,0.13678357088189727,9
2,accuracy,0.7974537037037037,0.11410886614690963,9
0,cohen_kappa,0.6959876543209877,0.14201723750164785,9
1,cohen_kappa,0.6754115226337449,0.18237809450919637,9
2,cohen_kappa,0.7299382716049384,0.15214515486254618,9
